Confidence Score,Emotion,Time
99.53526306152344,ANGRY,18:00:17
55.03624725341797,ANGRY,18:05:27
97.03629302978516,ANGRY,18:10:53
94.94110107421876,ANGRY,18:15:04
58.59992980957031,ANGRY,18:20:14
98.98309326171876,ANGRY,18:25:25
69.02501678466797,ANGRY,18:30:49
60.20133972167969,ANGRY,18:35:35
97.47018432617188,ANGRY,18:40:45
86.84368896484375,ANGRY,18:45:39
77.84707641601562,SAD,18:50:47
95.61433410644531,ANGRY,18:55:53
74.7318115234375,ANGRY,19:00:23
98.1132354736328,ANGRY,20:40:37
98.03125,ANGRY,20:45:51
91.77310180664062,ANGRY,20:50:58
94.02767181396484,ANGRY,20:55:55
70.9244613647461,SAD,21:00:56
85.64688110351562,SAD,21:05:05
95.67796325683594,ANGRY,21:10:18
72.59431457519531,ANGRY,21:15:26
97.12092590332031,ANGRY,21:20:41
96.51811981201172,ANGRY,21:25:33
69.95987701416016,ANGRY,21:30:02
91.7097396850586,ANGRY,21:35:44
97.09432983398438,ANGRY,21:40:20
95.54523468017578,SAD,21:45:22
89.66215515136719,SAD,21:50:42
94.28176879882812,ANGRY,21:55:40
45.37335586547852,CALM,22:00:27
