Confidence Score,Emotion,Time
42.224571228027344,SAD,18:00:00
96.54633331298828,SAD,18:05:00
89.68276977539062,ANGRY,18:10:00
87.44288635253906,ANGRY,18:15:00
86.16152954101562,ANGRY,18:20:00
86.06947326660156,ANGRY,18:25:00
75.70625305175781,ANGRY,18:30:00
66.22515869140625,SAD,18:35:00
61.90530776977539,ANGRY,18:40:00
69.940185546875,SAD,18:45:00
79.7366943359375,ANGRY,18:50:00
72.27367401123047,ANGRY,18:55:00
53.688438415527344,ANGRY,19:00:00
68.00711822509766,ANGRY,19:05:00
38.773963928222656,ANGRY,19:10:00
38.50103759765625,ANGRY,19:15:00
56.27662658691406,SAD,19:20:00
3.8649048805236816,CALM,19:25:00
82.2135238647461,ANGRY,19:30:00
43.25160217285156,ANGRY,19:35:00
59.83536148071289,SAD,19:40:00
81.68083190917969,ANGRY,19:45:00
53.60109329223633,ANGRY,19:50:00
44.3276252746582,ANGRY,19:55:00
45.72640228271485,ANGRY,20:00:00
53.07725143432617,ANGRY,20:05:00
39.9029426574707,ANGRY,20:10:00
55.64582824707031,ANGRY,20:55:00
91.21713256835938,ANGRY,21:00:00
32.519702911376946,SAD,21:10:00
46.31534957885742,SAD,21:15:00
